FN	FACID	FASAT	FAMS	FAPU	FAPUN3	FAPUN6	F4D0	F6D0	F7D0	F8D0	F10D0	F12D0	F13D0	F14D0	F15D0	F15D0AI	F16D0	F16D0I	F17D0	F17D0AI	F18D0	F20D0	F22D0	F24D0	F10D1	F14D1	F15D1	F16D1	F17D1	F18D1	F18D1CN9	F18D1CN7	F20D1	F22D1	F24D1	F16D2	F16D3	F16D4	F18D2N6	F18D3N3	F18D3N6	F18D4N3	F20D2N6	F20D3N3	F20D3N6	F20D4N3	F20D4N6	F20D5N3	F21D5N3	F22D2	F22D4N6	F22D5N3	F22D5N6	F22D6N3	FAUN	NoticeFA		
10429	0.12	0.04	0.03	0.05	0.02	0.02	-	-	-	-	0	0	-	7	1	-	26	-	1	-	8	Tr	0	0	0	0	0	2	Tr	20	-	-	6	1	0	0	0	0	2	2	Tr	1	Tr	-	Tr	Tr	21	9	0	0	0	12	0	1	-	廃棄部位： 貝殻及び内蔵		
10286	0.59	0.22	0.14	0.23	0.13	0.10	-	-	-	-	0	Tr	-	33	6	-	130	-	7	-	41	Tr	1	0	0	0	0	7	2	91	-	-	35	2	0	Tr	1	0	13	9	1	2	2	-	2	1	82	51	3	2	Tr	58	Tr	1	-			
10287	2.47	0.91	0.89	0.67	0.35	0.32	-	-	-	-	0	5	-	200	19	-	580	-	13	-	91	5	0	0	0	10	0	130	7	550	-	-	180	8	0	1	1	0	75	49	11	25	17	-	12	12	210	170	0	0	0	91	0	5	-			
10288	0.26	0.07	0.06	0.13	0.06	0.03	-	-	-	-	0	0	-	8	2	-	37	-	3	-	18	4	0	0	0	0	0	6	1	31	-	-	9	19	0	0	0	28	2	3	0	1	1	-	1	1	26	18	2	8	0	30	0	4	-	液汁を除いたもの		
10289	0.75	0.24	0.12	0.39	0.32	0.07	-	-	-	-	0	Tr	0	26	6	0	160	0	13	0	34	2	0	0	0	1	0	46	1	36	16	20	35	0	0	3	1	2	19	13	2	14	5	0	2	3	29	130	4	0	3	10	8	150	180	別名： ムール貝<br>廃棄部位： 貝殻、足糸等		
10290	0.42	0.13	0.07	0.21	0.18	0.03	-	-	-	-	0	0	-	17	3	-	75	-	6	-	31	3	0	0	0	0	0	32	Tr	31	-	-	7	1	Tr	0	0	0	8	8	0	18	3	-	2	3	11	73	0	0	0	4	3	76	-	別名： しゃくしがい<br>廃棄部位： 貝殻		
10291	0.34	0.07	0.06	0.21	0.03	0.17	-	-	-	-	0	0	-	1	1	-	21	-	5	-	40	1	0	1	0	0	0	Tr	1	50	-	-	9	1	0	3	0	0	63	13	0	0	48	-	5	1	57	13	0	0	0	5	0	0	-	液汁を除いたもの		
10292	1.22	0.41	0.21	0.60	0.52	0.07	-	-	-	-	Tr	1	0	49	10	0	260	0	22	0	52	6	2	2	0	1	0	41	3	130	50	80	30	1	1	5	3	2	22	26	3	51	4	0	3	9	28	230	14	Tr	2	13	7	180	250	試料： まがき<br>廃棄部位： 貝殻		
10293	2.12	0.64	0.34	1.13	0.99	0.12	-	-	-	-	0	1	0	76	17	0	420	0	36	0	84	8	3	3	0	1	0	68	6	210	84	120	50	5	2	8	4	3	38	45	5	92	6	0	5	16	53	440	26	Tr	5	24	13	350	420	試料： まがき<br>むき身		
10430	9.56	1.01	5.45	3.09	1.35	1.73	-	-	-	-	1	3	0	46	12	0	620	0	21	0	210	53	29	14	0	1	0	53	10	5200	4900	300	130	3	15	5	7	1	1700	800	0	54	9	0	4	10	31	260	15	0	4	14	8	200	340	試料： まがき<br>むき身		
10294	20.77	6.18	3.94	10.66	1.09	9.51	-	-	-	-	0	11	-	510	53	-	5000	-	51	-	470	28	5	16	0	4	0	420	38	3300	-	-	120	24	0	0	0	59	9500	240	0	120	0	-	0	6	39	540	0	0	0	0	0	190	-	試料： まがき<br>液汁を含んだもの		
10295	0.14	0.05	0.02	0.06	0.03	0.03	-	-	-	-	0	0	-	5	3	-	35	-	3	-	8	Tr	0	0	0	0	0	1	1	14	-	-	5	1	0	0	1	0	7	2	Tr	1	Tr	-	1	Tr	24	6	1	0	Tr	16	1	1	-	廃棄部位： 貝殻及び内臓		
10296	0.13	0.05	0.02	0.06	0.02	0.03	-	-	-	-	0	0	-	4	3	-	32	-	3	-	7	0	0	0	0	0	0	1	1	13	-	-	4	Tr	0	0	Tr	0	6	2	Tr	1	Tr	-	1	Tr	23	5	1	0	Tr	15	Tr	Tr	-	廃棄部位： 貝殻及び内臓		
10318	1.28	0.37	0.32	0.58	0.48	0.06	-	-	-	-	0	1	-	64	4	-	200	-	28	-	66	3	2	1	0	2	0	150	25	83	-	-	61	4	Tr	9	0	0	26	25	4	67	1	-	0	6	24	250	13	33	1	9	5	110	-	別名： もがい、赤貝（さるぼう）味付け缶詰<br>液汁を除いたもの		
10297	0.58	0.24	0.14	0.19	0.14	0.04	-	-	-	-	0	Tr	-	24	5	-	160	-	13	-	37	2	1	1	0	0	0	52	2	52	23	29	37	1	0	2	1	Tr	11	15	0	12	6	-	1	3	11	41	3	8	3	13	5	53	-	廃棄部位： 貝殻		
10413	1.18	0.45	0.27	0.46	0.35	0.08	-	-	-	-	0	Tr	-	43	10	-	300	-	18	-	69	4	1	1	0	0	0	100	3	98	43	55	71	1	0	4	2	1	23	33	0	28	12	-	3	8	25	110	9	15	8	33	13	140	-	廃棄部位： 貝殻		
10298	0.07	0.02	0.01	0.04	0.03	0.01	-	-	-	-	0	0	-	1	Tr	-	13	-	1	-	4	0	0	0	0	0	0	1	Tr	3	-	-	3	0	0	0	1	0	1	Tr	0	1	1	-	Tr	Tr	3	12	2	0	0	2	1	17	-	別名： たいらぎ（標準和名）		
10299	0.33	0.08	0.10	0.14	0.05	0.10	-	-	-	-	0	0	-	6	7	-	41	-	8	-	19	1	Tr	0	0	0	0	13	7	39	-	-	43	3	0	0	0	0	29	24	1	1	16	-	2	2	43	12	0	0	0	3	6	5	-	試料： まるたにし、ひめたにし<br>廃棄部位： 貝殻		
10300	0.08	0.02	0.01	0.05	0.04	0.01	-	-	-	-	0	0	-	2	Tr	-	7	-	1	-	9	0	0	0	0	0	0	1	Tr	8	-	-	5	1	0	0	0	0	2	1	0	Tr	4	-	0	1	3	21	1	0	0	8	0	7	-	別名： ばい<br>試料： えぞぼら、ひめえぞぼら、えぞばい<br>むき身		
10301	0.12	0.04	0.03	0.05	0.02	0.02	-	-	-	-	-	-	-	5	1	-	25	-	2	-	9	Tr	-	-	-	0	-	2	Tr	17	-	-	5	0	7	-	-	-	1	1	-	1	1	-	Tr	0	16	7	-	9	-	11	0	Tr	2	廃棄部位： 貝殻及び内臓		
10303	0.08	0.04	0.02	0.02	0.01	Tr	-	-	-	-	0	0	-	6	1	-	19	-	2	-	13	Tr	Tr	0	0	0	0	6	Tr	7	-	-	6	Tr	0	Tr	Tr	0	Tr	Tr	0	1	1	-	Tr	1	1	7	1	0	0	1	Tr	4	-			
10304	0.25	0.06	0.04	0.15	0.12	0.03	-	-	-	-	0	0	-	8	1	-	21	-	3	-	27	0	0	0	0	0	0	1	Tr	20	-	-	16	1	0	0	0	0	5	1	0	Tr	13	-	0	1	17	73	0	0	0	21	0	22	-	別名： つぶ<br>試料： ちじみえぞぼら、おおえっちゅうばい等<br>廃棄部位： 貝殻及び内臓		
10305	0.18	0.06	0.04	0.08	0.06	0.02	-	-	-	-	0	0	-	5	1	-	35	-	3	-	18	1	0	0	0	0	0	8	1	13	-	-	15	1	0	Tr	1	0	1	Tr	Tr	1	6	-	1	1	7	18	2	0	0	7	3	32	-	別名： あおやぎ<br>廃棄部位： 貝殻及び内臓		
10306	0.28	0.09	0.05	0.13	0.10	0.03	-	-	-	-	0	0	-	8	2	-	61	-	5	-	16	1	1	Tr	0	Tr	0	19	1	21	-	-	11	2	0	1	1	Tr	3	5	Tr	6	6	-	1	2	12	32	6	0	0	7	3	45	-	廃棄部位： 貝殻		
10307	0.59	0.19	0.11	0.29	0.23	0.06	-	-	-	-	0	0	-	14	3	-	120	-	11	-	36	1	1	Tr	0	Tr	0	36	2	41	-	-	25	3	0	1	2	1	6	8	1	12	12	-	3	5	27	72	13	0	Tr	17	7	100	-	廃棄部位： 貝殻		
10308	0.40	0.13	0.07	0.19	0.15	0.04	-	-	-	-	0	0	-	10	2	-	87	-	7	-	25	1	1	Tr	0	Tr	0	25	1	29	-	-	17	2	0	1	2	Tr	4	5	1	8	8	-	2	3	18	48	8	0	Tr	11	5	66	-	液汁を含んだもの<br>廃棄部位： 貝殻		
10309	1.20	0.41	0.28	0.51	0.41	0.09	-	-	-	-	Tr	Tr	-	37	7	-	270	-	17	-	70	2	1	1	0	2	0	130	3	88	-	-	47	2	0	5	3	3	12	13	2	20	19	-	6	10	39	180	15	0	Tr	26	9	150	-			
10310	0.51	0.18	0.10	0.23	0.19	0.04	-	-	-	-	Tr	Tr	0	19	3	0	120	0	6	0	29	1	Tr	Tr	0	Tr	0	40	1	40	15	25	14	1	0	2	1	1	4	4	0	8	7	1	2	4	18	80	7	0	7	12	4	72	120	廃棄部位： 貝殻		
10311	0.42	0.18	0.09	0.15	0.12	0.01	-	-	-	-	0	Tr	-	41	2	-	100	-	4	-	25	Tr	1	0	0	1	0	41	1	37	-	-	10	2	0	4	4	8	2	3	1	10	1	-	1	2	4	82	4	0	0	1	2	21	-	廃棄部位： 貝殻		
10312	0.73	0.27	0.15	0.30	0.26	0.02	-	-	-	-	0	1	-	59	4	-	160	-	5	-	44	1	1	0	0	1	0	64	2	63	-	-	19	5	0	6	9	16	4	2	1	20	2	-	1	4	8	170	8	0	0	3	2	45	-	廃棄部位： 貝殻		
10313	0.10	0.03	0.01	0.06	0.05	0.01	-	-	-	-	0	0	-	2	1	-	16	-	1	-	6	0	0	0	0	0	0	2	Tr	6	2	3	5	0	0	0	0	2	1	Tr	0	1	1	-	Tr	Tr	4	24	1	0	Tr	1	1	23	-			
10414	0.09	0.02	0.01	0.05	0.05	0.01	-	-	-	-	0	0	-	2	1	-	15	-	1	-	5	0	0	0	0	0	0	1	0	5	2	3	5	0	0	0	0	1	Tr	Tr	0	Tr	Tr	-	Tr	Tr	4	21	1	0	Tr	1	1	21	-			
10314	0.45	0.13	0.05	0.26	0.23	0.03	-	-	-	-	0	0	-	13	4	-	82	-	3	-	33	Tr	0	Tr	0	0	0	10	Tr	29	-	-	13	1	0	Tr	1	Tr	4	1	Tr	3	2	-	1	1	17	110	5	0	0	4	2	100	-			
10315	0.19	0.06	0.03	0.10	0.09	0.01	-	-	-	-	0	0	-	5	2	-	33	-	3	-	15	Tr	Tr	Tr	0	0	0	5	1	11	-	-	10	1	0	Tr	0	0	2	1	Tr	2	1	-	Tr	1	7	43	2	2	1	2	1	37	-	液汁を除いたもの		
10316	0.30	0.10	0.10	0.10	0.08	0.02	-	-	-	-	-	-	-	9	3	-	51	-	4	-	33	1	-	-	-	0	-	13	1	18	-	-	58	Tr	14	-	-	-	Tr	1	-	4	4	-	1	2	12	38	-	0	-	11	0	24	7	別名： うばがい（標準和名）<br>廃棄部位： 貝殻		
10317	0.12	0.04	0.02	0.05	0.04	0.01	-	-	-	-	0	0	-	5	1	-	27	-	0	-	10	1	0	0	0	0	0	2	Tr	8	-	-	9	1	0	0	0	0	1	Tr	0	1	3	-	1	Tr	5	8	2	0	0	7	2	22	-	別名： みるくい（標準和名）<br>廃棄部位： 貝殻及び内臓		
10319	0.71	0.17	0.21	0.34	0.30	0.04	-	-	-	-	Tr	2	0	11	4	0	130	0	4	0	16	1	1	0	0	Tr	0	43	4	150	94	51	10	4	2	1	0	1	8	4	1	1	2	0	1	1	24	150	2	0	2	5	2	130	57	別名： ほっこくあかえび（標準和名）<br>廃棄部位： 頭部、殻、内臓、尾部等		
10467	0.34	0.09	0.09	0.16	0.14	0.02	-	-	-	-	0	Tr	-	3	2	-	58	-	4	-	16	1	1	Tr	0	0	0	13	3	64	53	11	5	1	1	0	Tr	0	4	3	Tr	1	3	1	Tr	1	13	58	1	0	1	3	2	73	36	廃棄部位： 頭部、殻、内臓、尾部等		
10468	0.84	0.21	0.24	0.40	0.34	0.05	-	-	-	-	0	Tr	-	9	6	-	140	-	9	-	38	1	1	1	0	0	0	41	7	160	130	30	16	6	3	0	Tr	0	9	7	Tr	4	6	2	1	3	28	140	2	0	3	9	5	180	89	廃棄部位： 頭部、殻、内臓、尾部等		
10469	0.60	0.15	0.17	0.29	0.25	0.04	-	-	-	-	0	Tr	-	6	4	-	110	-	6	-	28	1	1	Tr	0	0	0	26	5	120	96	21	11	4	2	0	Tr	0	7	5	Tr	3	5	1	1	2	20	99	1	0	2	6	4	130	64	廃棄部位： 頭部、殻、内臓、尾部等		
10320	0.13	0.03	0.03	0.07	0.05	0.02	-	-	-	-	-	-	-	1	1	-	15	-	2	-	11	Tr	-	-	-	0	-	5	Tr	20	-	-	2	Tr	1	-	-	-	2	Tr	-	Tr	1	-	Tr	Tr	15	27	-	0	-	1	0	17	2	廃棄部位： 頭部、殻、内臓、尾部等		
10321	0.25	0.08	0.05	0.12	0.08	0.04	-	-	-	-	0	Tr	-	2	1	-	47	-	3	-	20	Tr	1	1	0	0	0	7	1	40	-	-	4	1	1	Tr	0	0	27	2	0	Tr	2	-	Tr	1	9	35	Tr	0	0	2	1	44	-	廃棄部位： 頭部、殻、内臓、尾部等		
10322	0.21	0.06	0.05	0.11	0.07	0.03	-	-	-	-	0	0	-	2	1	-	39	-	3	-	19	Tr	Tr	Tr	0	0	0	5	1	34	-	-	4	1	1	Tr	0	0	23	2	0	Tr	1	-	Tr	Tr	8	29	Tr	0	0	2	1	39	-	廃棄部位： 頭部、殻、内臓、尾部等		
10323	0.19	0.06	0.04	0.09	0.06	0.03	-	-	-	-	0	0	-	1	1	-	34	-	3	-	17	1	1	Tr	0	0	0	5	1	30	-	-	3	1	1	0	0	0	19	2	0	Tr	1	-	Tr	Tr	7	25	Tr	0	0	1	1	32	-	廃棄部位： 頭部、殻、内臓、尾部等		
10431	1.11	0.34	0.33	0.45	0.37	0.07	-	-	-	-	Tr	Tr	0	20	8	0	220	0	14	0	60	5	5	3	0	0	0	75	9	200	170	29	24	8	10	2	Tr	Tr	19	13	0	8	6	2	2	5	37	140	3	0	2	8	7	190	93	殻付き		
10324	0.66	0.19	0.22	0.25	0.21	0.04	-	-	-	-	-	-	-	13	4	-	130	-	8	-	37	2	-	-	-	1	-	54	15	120	-	-	14	6	11	-	-	-	11	6	-	3	3	-	3	2	22	89	-	0	-	6	0	100	8	殻つき		
10325	1.97	0.59	0.63	0.75	0.60	0.14	-	-	-	-	0	0	-	41	13	-	380	-	20	-	110	7	13	6	0	0	0	170	14	370	-	-	51	9	14	4	1	0	32	22	3	12	10	-	3	9	74	240	5	0	0	12	17	310	-	殻つき		
10326	1.06	0.35	0.33	0.38	0.31	0.06	-	-	-	-	0	0	-	20	8	-	240	-	14	-	58	4	6	3	0	0	0	74	9	200	-	-	29	9	9	2	0	1	19	15	1	7	6	-	1	4	29	130	2	0	0	6	5	150	-	殻つき		
10327	0.14	0.04	0.04	0.06	0.04	0.01	-	-	-	-	0	0	-	2	1	-	23	-	3	-	12	Tr	1	Tr	0	0	0	14	2	22	-	-	2	Tr	Tr	0	0	Tr	2	1	Tr	Tr	1	-	Tr	Tr	10	21	Tr	0	0	2	1	18	-	別名： こうらいえび（標準和名）<br>廃棄部位： 頭部、殻、内臓、尾部等		
10328	0.19	0.06	0.04	0.08	0.07	0.01	-	-	-	-	0	0	-	3	2	-	36	-	3	-	17	1	1	Tr	0	0	0	12	1	23	-	-	2	Tr	Tr	Tr	Tr	0	2	2	Tr	1	1	-	Tr	1	9	32	1	0	0	2	1	30	-	廃棄部位： 頭部、殻、内臓、尾部等		
10415	0.30	0.10	0.05	0.15	0.08	0.07	-	-	-	-	0	0	-	2	1	-	58	-	4	-	32	1	1	Tr	0	0	0	4	1	48	41	7	2	0	Tr	0	0	Tr	47	3	0	0	4	-	Tr	Tr	13	36	Tr	0	0	2	2	40	-	廃棄部位： 頭部、殻、内臓、尾部等		
10416	9.18	0.79	5.87	2.52	0.80	1.72	-	-	-	-	0	0	-	7	6	-	450	-	11	-	220	55	30	15	0	0	0	24	0	5700	5400	280	110	0	14	0	0	0	1700	670	0	0	13	-	0	0	23	63	0	0	0	4	0	70	-	頭部、殻、内臓等除いたもの<br>廃棄部位： 殻及び尾部<br>揚げ油： なたね油　 		
10329	0.13	0.04	0.03	0.06	0.04	0.02	-	-	-	-	0	0	-	1	Tr	-	26	-	1	-	13	Tr	0	0	0	0	0	2	Tr	22	-	-	2	Tr	Tr	0	0	0	17	1	0	Tr	1	-	Tr	Tr	5	17	0	0	0	1	Tr	21	-	別名： うしえび（標準和名）<br>無頭、殻つき<br>廃棄部位： 殻及び尾部		
10330	1.17	0.45	0.33	0.40	0.29	0.11	-	-	-	-	0	1	-	27	15	-	240	-	25	-	120	7	9	4	0	Tr	0	75	13	200	-	-	26	5	5	2	2	0	12	5	1	3	12	-	3	4	70	120	3	0	0	18	9	140	-	試料（原材料）： さるえび		
10331	1.20	0.36	0.35	0.49	0.28	0.20	-	-	-	-	0	0	-	31	9	-	220	-	14	-	73	5	4	2	0	1	0	97	9	230	-	-	12	4	2	5	3	1	140	21	2	3	7	-	2	3	47	150	2	0	0	12	7	86	-			
10332	0.13	0.04	0.04	0.05	0.04	0.01	-	-	-	-	-	-	-	4	2	-	19	-	2	-	9	Tr	-	-	-	0	-	14	3	22	-	-	3	Tr	2	-	-	-	2	1	-	Tr	1	-	Tr	1	8	19	-	0	-	2	0	14	3	別名： わたりがに<br>廃棄部位： 殻、内臓等		
10333	0.26	0.05	0.06	0.15	0.14	0.01	-	-	-	-	0	0	-	1	1	-	36	-	2	-	10	Tr	Tr	0	0	0	0	8	1	47	-	-	3	1	0	Tr	Tr	0	2	1	Tr	1	2	-	Tr	1	8	100	1	0	0	2	Tr	31	-	廃棄部位： 殻、内臓等		
10334	0.25	0.05	0.06	0.14	0.13	0.01	-	-	-	-	0	0	-	1	1	-	34	-	1	-	8	Tr	Tr	0	0	0	0	6	1	46	-	-	2	Tr	0	Tr	0	0	2	1	Tr	1	1	-	0	1	6	98	1	0	0	2	Tr	31	-	殻つきでゆでたもの<br>廃棄部位： 殻、内臓等		
10335	0.22	0.03	0.06	0.13	0.11	0.02	-	-	-	-	0	0	-	Tr	Tr	-	24	-	2	-	6	Tr	0	0	0	0	0	7	1	46	-	-	2	1	0	Tr	Tr	Tr	2	Tr	Tr	Tr	1	-	Tr	Tr	14	68	1	0	0	4	1	33	-	別名： まつばがに<br>廃棄部位： 殻、内臓等		
10336	0.33	0.05	0.09	0.19	0.16	0.03	-	-	-	-	0	0	-	1	1	-	39	-	2	-	9	Tr	Tr	0	0	Tr	0	10	2	75	-	-	4	1	Tr	Tr	Tr	Tr	3	1	Tr	1	2	-	Tr	Tr	22	100	1	0	0	5	2	50	-	別名： まつばがに<br>殻つきでゆでたもの<br>廃棄部位： 殻、内臓等		
10337	0.18	0.04	0.05	0.09	0.08	0.02	-	-	-	-	0	0	-	1	Tr	-	25	-	3	-	8	Tr	1	0	0	0	0	4	1	38	-	-	5	1	0	0	0	0	1	1	0	Tr	2	-	0	Tr	10	43	1	2	1	2	1	30	-	別名： まつばがに<br>液汁を除いたもの		
10338	0.46	0.09	0.12	0.25	0.22	0.04	-	-	-	-	0	Tr	0	4	3	0	58	0	3	0	17	1	Tr	0	0	0	0	17	2	92	51	41	9	1	Tr	Tr	Tr	1	3	Tr	0	1	3	0	Tr	1	28	140	4	0	1	5	1	66	66	廃棄部位： 殻、内臓等		
10339	0.79	0.14	0.22	0.42	0.37	0.05	-	-	-	-	Tr	Tr	0	8	4	0	90	0	5	0	33	2	1	0	0	0	0	41	2	160	82	76	19	4	Tr	1	1	3	5	Tr	0	3	5	0	1	2	32	240	8	0	2	11	3	100	130	廃棄部位： 殻、内臓等<br>殻つきでゆでたもの		
10340	0.13	0.03	0.04	0.07	0.06	0.01	-	-	-	-	0	0	-	1	1	-	17	-	2	-	5	Tr	Tr	0	0	0	0	6	Tr	26	-	-	4	Tr	0	Tr	0	0	2	Tr	0	Tr	1	-	0	Tr	5	38	1	0	Tr	1	Tr	16	-	液汁を除いたもの		
10341	0.21	0.07	0.05	0.09	0.04	0.05	-	-	-	-	0	0	-	6	4	-	39	-	9	-	10	Tr	Tr	Tr	0	0	0	22	7	17	-	-	1	Tr	0	2	0	0	39	4	Tr	Tr	1	-	Tr	Tr	9	22	0	0	1	Tr	Tr	11	-	しおまねきの塩辛		
10342	0.73	0.21	0.07	0.45	0.43	0.01	-	-	-	-	0	Tr	0	6	3	0	150	0	6	0	49	Tr	Tr	0	0	0	0	1	Tr	17	12	5	46	2	2	Tr	0	1	1	Tr	0	Tr	2	3	0	1	7	97	1	0	Tr	3	2	330	25	別名： ばかいか、むらさきいか<br>廃棄部位： 内臓等		
10343	0.42	0.16	0.04	0.22	0.19	0.03	-	-	-	-	0	Tr	-	11	3	-	110	-	5	-	31	1	Tr	Tr	0	Tr	0	4	Tr	19	-	-	12	1	1	0	0	0	1	Tr	Tr	Tr	1	-	Tr	Tr	18	52	Tr	0	0	3	5	140	-	廃棄部位： 内臓等		
10344	0.57	0.19	0.05	0.33	0.28	0.05	-	-	-	-	0	Tr	0	13	4	0	110	0	8	0	46	1	Tr	0	0	Tr	0	3	1	30	20	10	17	Tr	0	0	0	1	2	Tr	0	Tr	2	0	Tr	Tr	34	78	2	0	5	16	7	190	47	別名： すみいか<br>廃棄部位： 内臓等		
10345	0.33	0.11	0.03	0.19	0.18	0.01	-	-	-	-	0	0	-	4	2	-	83	-	3	-	18	Tr	0	0	0	0	0	2	Tr	11	-	-	17	1	1	0	0	0	1	Tr	0	Tr	1	-	0	Tr	8	43	1	0	0	2	2	130	-	廃棄部位： 内臓等<br>胴 55.9 %、足・耳 44.1 %		
10346	0.36	0.11	0.04	0.21	0.20	0.01	-	-	-	-	0	0	-	4	2	-	83	-	3	-	21	Tr	0	0	0	0	0	2	Tr	12	-	-	18	2	1	0	0	0	1	Tr	0	Tr	1	-	0	1	9	46	1	0	0	2	2	150	-	内臓等を除き水煮したもの		
10347	0.38	0.12	0.04	0.22	0.21	0.01	-	-	-	-	0	0	-	4	2	-	89	-	3	-	20	Tr	0	0	0	0	0	2	Tr	12	-	-	19	2	1	0	0	0	1	Tr	0	Tr	1	-	0	1	9	49	1	0	0	3	2	150	-	内臓等を除き焼いたもの		
10417	0.41	0.12	0.03	0.26	0.25	0.01	-	-	-	-	0	0	-	6	2	-	91	-	4	-	13	0	0	0	0	0	0	2	Tr	11	6	5	16	1	0	0	0	0	Tr	Tr	0	Tr	1	-	0	Tr	9	58	1	0	Tr	2	2	190	-	するめいか等と別試料		
10418	0.30	0.09	0.02	0.19	0.18	0.01	-	-	-	-	0	0	-	4	2	-	71	-	2	-	14	Tr	0	0	0	0	0	1	Tr	7	4	3	13	1	Tr	Tr	Tr	Tr	Tr	Tr	0	Tr	1	-	0	Tr	6	40	1	0	Tr	1	1	140	-	するめいか等と別試料		
10419	9.34	0.82	5.84	2.69	1.06	1.63	-	-	-	-	0	0	-	13	7	-	500	-	10	-	190	54	29	7	0	0	0	19	13	5700	5400	270	130	0	14	0	0	0	1600	650	0	0	7	-	0	0	13	89	0	0	0	0	0	310	-	揚げ油： なたね油<br>するめいか生等と別試料		
10470	21.03	1.73	13.14	6.16	2.17	3.97	-	-	-	-	2	5	-	22	11	-	1100	-	15	-	390	120	61	32	0	0	0	47	14	13000	12000	590	280	18	31	2	18	0	3900	1700	0	0	15	-	0	0	19	100	0	0	0	3	6	350	270	植物油（なたね油）		
10420	0.54	0.16	0.04	0.35	0.33	0.02	-	-	-	-	0	0	-	6	2	-	120	-	4	-	21	Tr	0	0	0	0	0	2	Tr	14	7	7	22	1	0	0	0	0	1	Tr	0	Tr	1	-	0	1	12	76	1	0	Tr	4	2	250	-	するめいか生等と別試料		
10348	2.21	0.58	0.69	0.94	0.83	0.10	-	-	-	-	0	0	-	100	9	-	380	-	11	-	69	4	2	1	0	2	0	76	6	380	-	-	160	54	17	5	1	0	22	14	2	14	13	-	2	12	58	310	10	0	1	16	5	450	-	内臓等を含んだもの		
10349	1.41	0.36	0.31	0.74	0.67	0.07	-	-	-	-	0	0	-	45	5	-	250	-	8	-	51	3	1	Tr	0	2	0	27	3	160	-	-	95	18	6	1	Tr	0	9	5	1	5	8	-	1	5	45	240	5	0	0	9	4	400	-	内臓等を含んだもの		
10350	3.27	1.15	1.29	0.83	0.68	0.13	-	-	-	-	0	2	-	230	18	-	760	-	19	-	120	5	1	2	0	4	0	160	12	700	-	-	270	120	28	8	3	3	39	19	2	17	20	-	2	9	63	290	11	0	0	14	4	320	-			
10351	3.60	1.02	1.29	1.29	1.13	0.15	-	-	-	-	0	1	-	200	17	-	670	-	19	-	110	5	3	2	0	4	0	130	11	580	-	-	350	180	28	7	3	2	48	25	2	30	19	-	2	16	70	440	12	0	1	19	8	590	-			
10352	0.49	0.18	0.05	0.26	0.25	0.01	-	-	-	-	0	Tr	-	17	3	-	130	-	4	-	19	Tr	Tr	Tr	0	1	0	5	1	24	-	-	17	1	1	Tr	Tr	0	2	1	Tr	1	1	-	0	1	9	75	1	0	0	3	3	170	-	廃棄部位： 内臓等		
10353	1.61	0.60	0.12	0.89	0.80	0.09	-	-	-	-	-	-	-	29	12	-	420	-	21	-	120	2	-	-	-	0	-	14	0	62	-	-	38	1	5	-	-	-	3	2	-	1	4	-	0	2	88	160	-	0	-	12	0	620	29			
10354	0.75	0.25	0.08	0.43	0.41	0.02	-	-	-	-	-	-	-	6	2	-	190	-	5	-	47	0	-	-	-	0	-	2	0	34	-	-	39	1	0	-	-	-	9	4	-	0	1	-	0	0	8	91	-	0	-	3	0	310	9			
10355	0.70	0.24	0.07	0.40	0.39	0.01	-	-	-	-	0	0	-	9	2	-	180	-	5	-	39	Tr	Tr	3	0	0	0	3	Tr	22	-	-	36	3	2	0	0	0	1	1	0	1	1	-	0	1	5	93	1	0	0	3	2	290	-			
10356	2.97	0.71	0.78	1.48	0.69	0.79	-	-	-	-	0	0	-	13	5	-	480	-	11	-	190	11	3	2	0	Tr	0	7	2	710	-	-	56	6	3	0	0	0	770	7	0	1	3	-	Tr	1	19	160	2	0	0	5	4	510	-			
10357	0.97	0.28	0.12	0.57	0.40	0.17	-	-	-	-	0	0	-	12	3	-	210	-	5	-	44	1	Tr	1	0	0	0	3	Tr	83	-	-	25	3	1	0	0	0	160	9	0	1	1	-	0	1	9	98	2	0	0	3	2	280	-			
10358	2.55	0.74	0.57	1.24	1.15	0.08	-	-	-	-	-	-	-	97	15	-	520	-	26	-	82	6	-	-	-	4	-	89	20	270	-	-	110	44	31	-	-	-	35	28	-	64	8	-	3	15	38	330	-	0	-	24	0	690	19	試料： 赤作り		
10359	0.68	0.25	0.07	0.37	0.35	0.02	-	-	-	-	0	Tr	-	14	5	-	190	-	8	-	31	Tr	Tr	Tr	0	Tr	0	7	1	31	-	-	28	3	Tr	0	0	0	2	1	0	2	3	-	0	1	9	94	3	3	1	3	2	240	-	液汁を除いたもの		
10360	0.37	0.11	0.06	0.20	0.17	0.03	-	-	-	-	0	Tr	-	9	2	-	66	-	5	-	26	1	Tr	Tr	0	Tr	0	11	1	27	-	-	13	2	1	1	1	1	2	1	Tr	1	2	-	Tr	1	22	77	2	0	Tr	6	2	82	-	内臓等を含んだもの		
10361	0.26	0.09	0.06	0.11	0.07	0.03	-	-	-	-	0	Tr	-	5	2	-	51	-	7	-	27	1	Tr	Tr	0	0	Tr	12	Tr	23	12	11	22	1	0	0	Tr	0	2	2	0	2	8	1	1	2	11	20	2	0	4	7	5	39	100	廃棄部位： 内臓等		
