FN	FACID	FASAT	FAMS	FAPU	FAPUN3	FAPUN6	F4D0	F6D0	F7D0	F8D0	F10D0	F12D0	F13D0	F14D0	F15D0	F15D0AI	F16D0	F16D0I	F17D0	F17D0AI	F18D0	F20D0	F22D0	F24D0	F10D1	F14D1	F15D1	F16D1	F17D1	F18D1	F18D1CN9	F18D1CN7	F20D1	F22D1	F24D1	F16D2	F16D3	F16D4	F18D2N6	F18D3N3	F18D3N6	F18D4N3	F20D2N6	F20D3N3	F20D3N6	F20D4N3	F20D4N6	F20D5N3	F21D5N3	F22D2	F22D4N6	F22D5N3	F22D5N6	F22D6N3	FAUN	NoticeFA		
10219	13.97	3.46	8.33	2.18	1.70	0.48	-	-	-	-	-	-	-	860	18	-	2300	-	0	-	250	11	-	-	-	0	-	1100	94	4500	-	-	1300	1200	110	-	-	-	410	160	-	120	16	-	8	24	46	760	-	0	-	46	0	590	120	別名： かどいわし<br>廃棄部位： 頭部、内臓、骨、ひれ等		
10220	16.42	3.85	9.21	3.35	2.77	0.26	-	-	-	-	0	14	-	1100	60	-	2400	-	17	-	210	32	10	5	0	20	0	1600	34	3000	-	-	1900	2600	140	110	74	130	140	63	20	240	22	-	8	49	53	1400	48	0	9	93	15	880	-	別名： かどいわし<br>廃棄部位： 頭部、骨、ひれ等		
10221	19.08	4.53	11.43	3.13	2.52	0.39	-	-	-	-	0	15	-	1400	72	-	2700	-	22	-	230	32	14	0	0	21	0	1200	39	2900	-	-	3000	4100	180	90	45	89	200	64	60	280	33	-	12	57	57	1100	40	0	10	96	14	870	-	別名： かどいわし<br>廃棄部位： 頭部、骨、ひれ等		
10222	3.23	0.85	0.93	1.45	1.37	0.08	-	-	-	-	-	-	-	93	10	-	660	-	1	-	76	3	-	-	-	0	-	190	33	640	-	-	39	14	7	-	-	-	29	25	-	21	1	-	0	14	54	410	-	0	-	32	0	870	6	別名： かどいわし		
10223	8.03	2.37	2.09	3.57	3.39	0.13	-	-	-	-	0	0	-	350	26	-	1800	-	12	-	200	4	0	0	0	2	0	440	21	1300	-	-	170	59	47	27	12	9	66	31	2	41	5	-	4	44	44	1300	20	0	2	170	10	1700	-	別名： かどいわし		
10224	1.49	0.52	0.45	0.52	0.48	0.03	-	-	-	-	0	Tr	-	45	6	-	420	-	3	-	41	Tr	1	0	0	Tr	0	87	6	330	-	-	12	5	8	3	2	1	13	7	1	9	1	-	1	5	15	180	2	0	0	15	2	270	-	別名： かどいわし		
10225	0.09	0.03	0.02	0.04	0.03	0.01	-	-	-	-	-	-	-	1	1	-	16	-	1	-	7	0	-	-	-	Tr	-	4	1	9	-	-	1	Tr	2	-	-	-	1	Tr	-	Tr	Tr	-	Tr	Tr	8	16	-	0	-	4	2	12	2	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10226	1.53	0.53	0.32	0.68	0.46	0.19	-	-	-	-	0	3	-	53	12	-	310	-	23	-	120	5	5	8	0	4	0	25	14	250	-	-	14	5	6	10	8	3	72	65	7	13	9	-	8	9	76	170	4	0	1	49	21	150	-			
10227	1.02	0.38	0.26	0.38	0.28	0.10	-	-	-	-	0	1	-	34	10	-	210	-	14	-	93	3	3	6	0	1	0	75	8	150	-	-	15	6	2	4	3	2	36	28	3	12	5	-	3	5	42	99	4	0	Tr	30	11	96	-			
10228	4.22	0.92	1.95	1.35	1.09	0.24	-	-	-	-	Tr	2	0	100	16	0	650	0	34	0	98	5	2	1	0	5	0	320	19	1300	980	280	230	96	21	10	3	5	65	28	3	33	16	10	6	24	130	420	11	1	5	36	17	520	270	三枚におろしたもの		
10229	8.83	2.01	3.78	3.04	2.61	0.37	-	-	-	-	Tr	4	0	280	37	0	1400	0	57	0	180	12	4	2	0	12	0	710	41	2300	1800	480	450	230	32	31	15	13	120	84	8	130	31	28	7	61	160	970	33	1	9	79	27	1200	520	廃棄部位： 頭部、骨、ひれ等		
10230	0.18	0.07	0.05	0.07	0.04	0.03	-	-	-	-	0	0	-	3	1	-	45	-	2	-	16	1	0	0	0	0	0	7	1	36	-	-	3	1	1	0	0	0	2	1	0	Tr	1	-	1	Tr	20	5	0	0	0	6	4	26	-	別名： たまみ<br>廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10231	4.10	1.36	1.28	1.45	1.25	0.20	-	-	-	-	-	-	-	160	34	-	850	-	75	-	220	21	-	-	-	4	-	330	47	730	-	-	77	35	59	-	-	-	64	79	-	60	9	-	16	85	120	220	-	0	-	170	0	640	64	切り身		
10233	3.42	1.09	1.15	1.18	1.04	0.14	-	-	-	-	0	0	-	120	19	-	680	-	26	-	230	15	0	0	0	1	0	200	17	720	-	-	99	88	29	0	0	0	38	21	0	30	8	-	5	16	63	220	0	0	0	86	25	670	-	切り身		
10234	1.52	0.43	0.48	0.61	0.51	0.08	-	-	-	-	0	2	-	85	8	-	270	-	6	-	56	4	2	1	0	2	0	100	6	230	-	-	73	55	12	7	6	6	15	7	3	17	4	-	2	7	45	120	6	0	1	58	11	290	-	廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）		
10235	2.92	0.80	0.95	1.17	0.89	0.25	-	-	-	-	0	2	-	120	17	-	530	-	16	-	98	6	3	0	0	2	0	180	13	600	510	88	90	62	16	12	10	10	170	33	0	32	11	-	3	15	40	170	9	0	7	100	19	520	-	廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）		
10410	1.78	0.49	0.57	0.72	0.55	0.16	-	-	-	-	0	1	-	71	10	-	330	-	10	-	63	4	2	0	0	1	0	96	8	360	310	53	58	38	9	6	6	6	110	20	0	18	7	-	2	9	25	100	5	0	4	61	12	330	-			
10236	0.20	0.06	0.04	0.10	0.08	0.02	-	-	-	-	0	0	-	2	1	-	38	-	1	-	15	1	0	0	0	0	0	4	1	26	-	-	3	2	1	0	0	0	3	1	0	Tr	1	-	Tr	1	9	19	0	0	0	10	3	55	-	切り身（皮なし）		
10237	0.25	0.07	0.04	0.13	0.11	0.02	-	-	-	-	0	0	-	1	1	-	42	-	1	-	22	Tr	0	0	0	Tr	0	4	1	32	-	-	4	1	2	0	0	0	3	Tr	0	Tr	1	-	Tr	1	15	14	0	0	0	13	3	84	-	切り身（皮なし）		
10238	1.93	0.52	0.72	0.69	0.50	0.12	-	-	-	-	1	2	-	69	Tr	-	350	-	12	-	76	3	1	0	0	4	0	250	16	410	-	-	37	8	1	30	33	8	48	74	6	45	6	-	6	22	40	190	10	0	1	58	11	110	-	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10239	2.16	0.59	0.84	0.73	0.52	0.14	-	-	-	-	1	2	-	73	Tr	-	420	-	11	-	80	3	1	0	0	4	0	280	15	490	-	-	42	9	2	34	33	5	58	81	7	40	6	-	7	20	46	190	10	0	1	58	13	120	-	内臓等を除去後水煮したもの<br>廃棄部位： 頭部､骨、ひれ等		
10240	2.29	0.60	0.64	1.05	0.33	0.71	-	-	-	-	0	2	-	42	19	-	370	-	31	-	120	7	5	2	0	2	0	110	21	450	-	-	42	9	2	7	5	2	600	140	12	21	13	-	11	12	60	56	2	0	1	20	16	72	-			
10449	5.35	1.50	1.89	1.95	1.18	0.74	-	-	-	-	Tr	4	-	180	32	-	980	-	50	-	240	9	3	3	0	12	0	550	37	1100	840	280	140	22	9	24	11	0	270	140	0	54	46	-	29	37	280	330	14	0	39	140	79	460	820	廃棄部位： 頭部、ひれ、尾<br>試料： 魚の表面に付着した飯をヘラ等で軽く拭ったもの		
10241	12.49	4.42	4.35	3.72	3.35	0.37	-	-	-	-	-	-	-	740	79	-	2600	-	200	-	750	34	-	-	-	0	-	910	120	2400	-	-	470	300	170	-	-	-	190	97	-	200	7	-	14	86	160	940	-	0	-	320	0	1700	220	切り身		
10242	13.85	4.87	4.83	4.15	3.73	0.41	-	-	-	-	-	-	-	820	90	-	2900	-	220	-	830	33	-	-	-	0	-	1000	140	2600	-	-	520	330	190	-	-	-	210	110	-	220	9	-	16	96	180	1000	-	0	-	360	0	1900	250	切り身		
10243	12.84	3.96	5.83	3.05	1.88	1.08	-	-	-	-	0	5	-	570	73	-	2500	-	86	-	610	49	23	15	0	7	0	720	61	3500	3000	430	800	670	92	42	29	23	880	120	0	120	36	-	17	59	85	450	27	0	22	190	36	910	-	切り身		
10411	9.49	2.81	4.11	2.57	1.66	0.84	-	-	-	-	0	4	-	400	51	-	1800	-	67	-	430	33	14	60	0	5	0	510	43	2500	2100	300	570	470	63	31	22	19	680	99	0	97	27	-	17	49	70	390	24	0	18	170	31	830	-			
10244	2.85	0.96	1.04	0.85	0.73	0.12	-	-	-	-	-	-	-	89	14	-	630	-	34	-	190	7	-	-	-	1	-	250	25	690	-	-	36	6	34	-	-	-	16	6	-	25	1	-	5	9	77	190	-	0	-	84	21	420	35	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10245	0.95	0.24	0.42	0.29	0.26	0.03	-	-	-	-	-	-	-	32	7	-	170	-	0	-	31	1	-	-	-	1	-	55	12	240	-	-	67	29	18	-	-	-	14	6	-	7	2	-	1	9	14	58	-	0	-	14	0	170	6	切り身		
10246	3.10	0.70	1.21	1.19	1.09	0.10	-	-	-	-	-	-	-	120	6	-	470	-	10	-	94	4	-	-	-	0	-	240	33	550	-	-	180	170	42	-	-	-	37	17	-	45	5	-	2	16	57	450	-	0	-	27	0	530	44	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10247	3.92	1.03	1.76	1.14	0.97	0.11	-	-	-	-	0	3	-	240	15	-	650	-	37	-	79	4	2	2	0	9	0	380	11	860	-	-	240	220	28	28	12	25	51	32	5	65	9	-	3	15	37	470	16	0	Tr	22	4	350	-	廃棄部位： 骨、ひれ、皮等		
10248	7.92	1.99	3.48	2.45	2.14	0.20	-	-	-	-	0	6	-	460	30	-	1300	-	56	-	150	8	0	0	0	20	0	790	24	1600	1200	350	540	470	43	43	22	43	100	81	0	230	19	-	5	41	65	960	35	0	0	48	10	740	-	廃棄部位： 頭部、骨、ひれ等		
10412	9.00	2.21	4.02	2.76	2.40	0.23	-	-	-	-	0	7	-	510	33	-	1400	-	67	-	160	10	0	0	0	22	0	910	30	1900	1500	410	590	500	51	50	26	51	120	88	0	240	22	-	6	46	80	1100	38	0	0	58	11	860	-	廃棄部位： 頭部、骨、ひれ等		
10249	4.13	1.18	1.40	1.56	1.37	0.19	-	-	-	-	-	-	-	290	17	-	730	-	22	-	100	17	-	-	-	1	-	550	69	600	-	-	100	42	40	-	-	-	130	42	-	80	2	-	8	40	48	370	-	0	-	240	0	590	120	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10250	14.23	2.68	5.71	5.83	4.47	1.10	-	-	-	-	0	1	-	240	110	-	1700	-	71	-	500	28	16	13	0	3	0	3000	250	2300	-	-	43	24	17	140	38	85	320	150	130	180	27	-	78	230	470	1100	65	0	16	850	71	1900	-			
10251	3.10	0.82	1.23	1.06	0.69	0.36	-	-	-	-	0	0	-	130	22	-	510	-	20	-	120	7	0	0	0	8	0	410	24	750	-	-	33	3	5	0	0	0	140	140	0	36	19	-	19	76	160	200	0	0	0	75	25	170	-	別名： もろこ<br>魚体全体		
10252	0.59	0.21	0.12	0.25	0.21	0.04	-	-	-	-	0	Tr	0	17	4	0	140	0	7	0	42	3	2	1	0	Tr	0	20	3	87	73	13	6	4	4	1	1	2	6	3	1	3	1	0	1	2	18	32	1	0	2	9	14	150	47	別名： きはだまぐろ、きわだ<br>切り身（皮なし）		
10253	0.73	0.25	0.29	0.19	0.17	0.03	-	-	-	-	-	-	-	20	3	-	140	-	11	-	69	2	-	-	-	0	-	26	7	190	-	-	33	33	9	-	-	-	8	3	-	6	1	-	1	4	16	27	-	0	-	11	0	120	50	別名： まぐろ、ほんまぐろ、しび <br>切り身（皮なし）		
10254	22.52	5.91	10.20	6.41	5.81	0.60	-	-	-	-	-	-	-	900	90	-	3500	-	270	-	1100	52	-	-	-	23	-	990	200	4700	-	-	1800	2200	330	-	-	-	340	210	-	460	72	-	16	170	170	1400	-	0	-	310	0	3200	120	別名： まぐろ、ほんまぐろ、しび、とろ<br>切り身（皮なし）		
10450	6.41	1.73	2.53	2.15	1.87	0.27	-	-	-	-	0	2	-	240	35	-	1000	-	55	-	350	22	9	6	0	2	0	200	24	1100	940	180	600	530	59	10	3	0	93	64	7	140	16	-	7	47	85	420	22	0	17	130	41	1000	520	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10451	6.53	1.92	2.71	1.90	1.62	0.26	-	-	-	-	-	2	-	260	39	-	1100	-	63	-	390	26	11	7	0	3	0	220	28	1200	1000	200	610	540	64	14	4	0	95	64	7	130	17	-	7	43	84	370	20	0	16	120	38	880	540	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10452	7.72	2.29	3.30	2.13	1.81	0.30	-	-	-	-	-	3	-	320	47	-	1300	-	77	-	470	31	13	8	0	3	0	260	33	1500	1200	230	760	680	78	16	4	0	110	76	8	150	20	-	8	49	92	410	22	0	19	130	43	970	640	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10453	6.93	1.96	2.84	2.12	1.82	0.28	-	-	-	-	-	2	-	270	40	-	1100	-	58	-	400	26	11	7	0	3	0	220	27	1300	1100	200	660	590	66	13	3	0	100	67	7	150	18	-	7	48	89	420	22	0	17	130	42	990	550	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10454	8.80	2.49	3.57	2.74	2.36	0.36	-	-	-	-	-	3	-	340	50	-	1500	-	83	-	510	33	13	9	0	3	0	290	36	1600	1400	260	800	710	82	17	5	0	130	88	9	180	23	-	9	60	120	540	29	0	23	170	54	1300	680	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10455	8.78	2.20	3.71	2.87	2.30	0.54	-	-	-	-	-	2	-	280	43	-	1300	-	71	-	460	35	14	9	0	3	0	240	32	2100	1900	260	650	570	70	17	5	0	320	180	8	160	20	-	8	52	110	500	26	0	21	150	53	1200	570	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身<br>植物油（なたね油）		
10456	11.08	2.11	5.57	3.41	2.24	1.16	-	-	-	-	-	3	-	240	39	-	1200	-	61	-	450	52	22	14	0	3	0	210	28	4100	3800	320	630	510	68	Tr	7	0	980	490	7	140	19	-	7	45	89	410	22	0	17	130	43	1000	530	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身<br>植物油（なたね油）		
10459	25.88	6.80	9.55	9.53	8.14	1.19	-	-	-	-	0	7	-	880	140	-	4000	-	260	-	1400	88	31	22	0	11	0	1100	110	5400	4600	850	1600	1100	180	200	0	0	400	210	0	370	65	35	36	180	400	2100	100	0	75	660	210	4500	1700	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10460	23.83	6.44	8.92	8.47	7.22	1.07	-	-	-	-	0	170	-	810	120	-	3700	-	240	-	1300	80	28	20	0	10	0	980	99	5000	4200	790	1600	1100	170	180	0	0	380	190	0	350	58	30	33	170	350	1900	97	0	66	590	180	3900	1600	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10461	24.19	6.40	8.99	8.80	7.50	1.10	-	-	-	-	0	7	-	830	130	-	3800	-	240	-	1300	82	29	21	0	10	0	1000	94	5000	4200	810	1600	1100	170	190	0	0	390	190	0	360	61	32	35	170	370	2000	99	0	68	620	190	4000	1700	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10462	19.80	5.25	7.46	7.09	6.04	0.90	-	-	-	-	0	5	-	680	100	-	3100	-	200	-	1100	67	24	17	0	8	0	820	82	4200	3500	660	1300	910	140	150	0	0	320	160	0	290	50	26	28	140	300	1600	83	0	57	500	150	3200	1300	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10463	25.38	6.70	9.45	9.23	7.86	1.16	-	-	-	-	0	7	-	870	130	-	3900	-	250	-	1400	87	30	22	0	11	0	1000	100	5300	4400	840	1700	1200	180	200	0	0	400	200	0	370	64	34	36	180	390	2100	100	0	72	640	200	4300	1800	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身		
10464	24.31	6.24	9.47	8.60	7.18	1.24	-	-	-	-	0	6	-	780	120	-	3700	-	230	-	1300	88	31	22	0	9	0	940	110	5600	4800	800	1600	1100	170	180	0	0	540	250	0	330	58	30	33	160	360	1800	99	0	68	580	190	3900	1600	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身<br>植物油（なたね油）		
10465	22.51	4.99	9.76	7.76	5.85	1.77	-	-	-	-	0	5	-	620	93	-	2900	-	180	-	1000	89	36	23	0	7	0	750	75	6800	6100	730	1200	810	130	130	0	0	1300	560	0	260	46	-	25	130	260	1500	72	0	48	440	140	2900	1200	別名： まぐろ、ほんまぐろ、しび<br>蓄養を含む<br>切り身<br>植物油（なたね油）		
10255	0.58	0.15	0.19	0.23	0.21	0.03	-	-	-	-	0	Tr	0	17	3	0	94	0	5	0	33	1	1	1	0	Tr	0	17	3	95	82	14	38	32	5	1	Tr	1	7	3	1	7	2	1	1	4	9	43	2	Tr	1	9	5	140	45	別名： びんちょう、とんぼ、びんながまぐろ<br>切り身（皮なし）		
10256	0.20	0.06	0.05	0.09	0.08	0.01	-	-	-	-	0	Tr	0	1	1	0	36	0	2	0	15	Tr	1	Tr	0	0	0	2	Tr	35	31	4	5	4	1	Tr	0	2	2	Tr	0	Tr	Tr	0	Tr	1	6	10	Tr	0	Tr	3	2	64	22	別名： インドまぐろ<br>切り身（皮なし）		
10257	24.36	6.06	10.62	7.68	6.77	0.84	-	-	-	-	0	5	0	630	140	0	3700	0	160	0	1300	60	25	8	0	12	1	960	120	6700	5900	810	1600	950	220	26	17	19	280	100	33	210	81	48	39	250	250	1600	71	11	63	420	91	4000	1900	別名： インドまぐろ、とろ<br>切り身（皮なし）		
10258	3.63	1.09	0.99	1.55	1.36	0.17	-	-	-	-	0	1	-	130	28	-	640	-	36	-	230	12	7	4	0	3	0	150	15	530	-	-	140	120	34	10	6	8	51	34	9	57	10	-	5	23	61	310	14	2	4	69	27	850	-	くろまぐろの幼魚<br>別名： まめじ <br>切り身（皮なし）		
10425	1.61	0.49	0.54	0.57	0.49	0.07	-	-	-	-	0	1	0	29	9	0	330	0	12	0	100	5	3	2	0	1	0	60	10	400	360	44	39	14	16	1	Tr	2	13	5	0	6	4	3	1	6	34	80	2	Tr	5	23	18	370	110	別名： ばちまぐろ、めばちまぐろ<br>切り身（皮なし）		
10426	6.48	1.78	2.63	2.07	1.79	0.27	-	-	-	-	Tr	2	0	130	33	0	1200	0	44	0	330	19	10	7	0	5	0	290	45	1900	1700	190	220	85	60	4	1	3	48	17	0	17	16	13	6	27	120	320	8	2	23	100	60	1300	390	別名： ばちまぐろ、めばちまぐろ、とろ<br>切り身（皮なし）		
10260	0.48	0.18	0.11	0.18	0.15	0.03	-	-	-	-	0	Tr	-	10	5	-	110	-	14	-	38	2	1	1	0	Tr	0	19	3	85	-	-	6	1	1	1	0	0	5	2	0	2	1	-	1	2	13	20	1	0	2	6	11	120	-	別名： ツナ缶<br>原材料： きはだ<br>液汁を含んだもの		
10261	2.08	0.64	0.71	0.73	0.62	0.11	-	-	-	-	1	1	-	67	14	-	420	-	27	-	100	6	4	1	0	1	0	85	13	420	-	-	99	92	1	3	0	0	41	12	0	20	6	-	3	10	29	110	4	0	11	21	17	440	-	別名： ツナ缶<br>材料： びんなが<br>液汁を含んだもの		
10262	1.75	0.58	0.49	0.68	0.57	0.11	-	-	-	-	Tr	1	-	50	16	-	350	-	35	-	120	5	3	1	0	1	0	74	11	300	-	-	61	42	3	2	0	0	44	14	0	22	5	-	2	10	33	100	4	0	5	21	23	400	-	別名： ツナ缶<br>液汁を含んだもの		
10263	20.40	3.37	4.86	12.16	1.40	10.76	-	-	-	-	0	0	-	23	10	-	2300	-	27	-	870	74	68	19	0	0	0	40	16	4700	-	-	76	17	0	2	0	0	11000	1300	0	16	13	-	0	0	11	14	0	0	0	10	6	65	-	別名： ツナ缶<br>原材料： きはだ<br>液汁を含んだもの		
10264	20.81	4.85	4.24	11.73	0.55	11.18	-	-	-	-	-	-	-	160	10	-	4100	-	40	-	560	0	-	-	-	0	-	160	9	4000	-	-	31	0	0	-	-	-	11000	79	-	19	0	-	0	0	0	77	-	0	-	0	0	370	150	別名： ツナ缶<br>原材料： びんなが<br>液汁を含んだもの		
10265	18.79	4.15	13.33	1.31	1.00	0.31	-	-	-	-	0	0	-	800	54	-	2500	-	30	-	760	35	0	0	0	44	0	1600	76	8000	-	-	2000	1300	320	0	0	0	190	59	0	110	37	-	17	67	63	340	0	7	0	62	0	360	-	別名： メロ、おおくち、マゼランあいなめ<br>切り身		
10266	9.30	3.80	3.98	1.52	1.23	0.28	-	-	-	-	0	6	-	500	60	-	2600	-	61	-	520	45	19	6	0	10	0	510	39	3000	-	-	250	120	66	8	3	1	39	28	6	10	15	-	7	30	140	240	12	0	4	250	73	650	-	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10232	2.47	0.75	0.69	1.03	0.95	0.09	-	-	-	-	-	-	-	140	21	-	470	-	23	-	85	5	-	-	-	13	-	110	38	470	-	-	26	12	23	-	-	-	58	31	-	89	2	-	3	32	23	310	-	0	-	67	0	410	14	別名： バラクータ、みなみおおすみやき、おおしびかます<br>切り身		
10267	0.20	0.05	0.04	0.11	0.10	0.01	-	-	-	-	0	0	-	2	1	-	40	-	Tr	-	7	0	0	0	0	0	0	3	Tr	24	-	-	4	1	1	Tr	0	0	3	1	Tr	2	Tr	-	Tr	1	5	26	1	0	0	3	1	69	-	切り身		
10268	11.09	1.69	8.59	0.81	0.63	0.16	-	-	-	-	0	1	-	270	23	-	980	-	79	-	300	30	10	6	0	8	0	470	31	2800	-	-	2200	2800	270	9	9	5	69	26	3	23	17	-	6	40	49	140	11	0	3	74	12	320	-	切り身		
10269	7.35	1.14	5.65	0.56	0.43	0.11	-	-	-	-	0	1	-	180	16	-	660	-	53	-	200	20	7	4	0	5	0	300	20	1900	-	-	1400	1800	180	6	6	3	46	17	2	14	11	-	4	26	36	91	6	0	2	50	8	230	-	切り身		
10270	3.27	1.17	1.09	1.01	0.84	0.17	-	-	-	-	0	0	-	150	25	-	770	-	25	-	180	21	0	0	0	3	0	270	17	700	-	-	55	28	22	0	0	0	23	16	0	13	10	-	5	20	84	200	0	0	0	150	43	450	-	別名： ぐれ<br>切り身		
10271	2.66	0.79	0.92	0.95	0.87	0.08	-	-	-	-	-	-	-	130	14	-	520	-	3	-	120	5	-	-	-	4	-	280	24	490	-	-	55	25	35	-	-	-	26	9	-	26	6	-	3	16	42	370	-	0	-	53	0	390	23	廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10272	0.45	0.11	0.15	0.19	0.17	0.01	-	-	-	-	-	-	-	11	1	-	77	-	2	-	17	1	-	-	-	Tr	-	26	5	87	-	-	22	8	7	-	-	-	6	3	-	5	1	-	1	3	7	47	-	0	-	8	0	110	3	別名： ヘイク<br>切り身<br>廃棄部位： 皮		
10273	17.98	3.76	9.57	4.65	3.80	0.74	-	-	-	-	0	33	-	670	73	-	2600	-	36	-	380	6	0	0	0	24	0	1600	120	6700	-	-	860	200	12	57	30	30	300	170	17	200	43	-	21	110	320	1500	64	0	7	230	26	1500	-	試料： かわやつめ<br>廃棄部位： 頭部、内臓、骨、ひれ等		
10274	23.22	6.57	9.15	7.50	6.66	0.84	-	-	-	-	-	-	-	1800	98	-	4000	-	170	-	500	24	-	-	-	0	-	2600	300	5300	-	-	700	120	110	-	-	-	570	240	-	570	2	-	29	250	240	2200	-	0	-	560	0	2800	220	試料： かわやつめ<br>内臓を含んだもの<br>廃棄部位： 頭部、皮等		
10275	3.50	0.91	1.39	1.20	0.73	0.45	-	-	-	-	0	2	-	110	10	-	620	-	9	-	150	5	3	3	0	2	0	220	9	950	-	-	120	71	18	9	5	6	370	35	5	19	17	-	12	19	27	130	9	0	1	56	9	470	-	別名： やまべ<br>廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）		
10276	1.16	0.29	0.32	0.56	0.45	0.09	-	-	-	-	0	1	-	39	6	-	200	-	5	-	36	2	1	1	0	1	0	95	6	190	-	-	9	6	8	6	3	4	30	24	2	18	4	-	2	7	41	130	4	0	1	25	12	240	-			
10277	3.43	1.02	0.83	1.58	1.08	0.47	-	-	-	-	1	2	-	130	21	-	650	-	34	-	150	7	6	7	0	4	0	230	22	530	-	-	14	4	24	17	8	2	170	140	7	48	13	-	6	29	180	310	11	0	0	89	100	460	-			
10278	2.67	0.87	0.50	1.30	0.90	0.38	-	-	-	-	0	0	-	120	15	-	570	-	25	-	130	6	6	6	0	2	0	140	12	310	-	-	17	3	22	9	7	1	140	93	4	42	14	-	5	19	120	260	11	0	1	63	93	420	-			
10279	0.09	0.03	0.01	0.04	0.03	0.01	-	-	-	-	0	0	-	1	Tr	-	17	-	2	-	9	Tr	Tr	Tr	0	Tr	0	2	Tr	5	-	-	6	1	0	Tr	0	Tr	1	Tr	0	1	Tr	-	Tr	Tr	4	14	1	0	0	2	1	16	-	廃棄部位： 貝殻及び内臓		
10280	0.32	0.10	0.07	0.14	0.13	0.02	-	-	-	-	0	0	-	12	3	-	64	-	3	-	18	1	0	0	0	0	0	34	1	27	-	-	10	1	1	0	0	0	4	4	0	8	3	-	1	4	8	71	0	0	0	6	2	34	-	廃棄部位： 貝殻		
10281	0.22	0.08	0.05	0.09	0.06	0.03	-	-	-	-	0	Tr	-	4	2	-	43	-	6	-	22	1	Tr	Tr	0	0	Tr	10	Tr	19	10	9	18	1	0	0	Tr	0	2	2	0	2	7	1	1	1	10	17	1	0	4	6	4	33	87	廃棄部位： 貝殻		
10466	0.27	0.08	0.05	0.13	0.10	0.03	-	-	-	-	0	Tr	-	5	2	-	46	-	6	-	23	1	Tr	Tr	0	0	Tr	11	Tr	20	10	10	18	1	0	0	Tr	0	2	2	0	3	7	1	1	2	13	31	2	0	4	8	5	52	87	廃棄部位： 貝殻		
10282	1.00	0.32	0.21	0.47	0.38	0.07	-	-	-	-	0	Tr	-	32	6	-	200	-	11	-	64	3	1	1	0	Tr	0	84	2	86	-	-	35	4	1	7	8	4	11	8	2	20	16	-	4	9	29	170	16	0	0	19	7	130	-			
10283	0.86	0.34	0.21	0.31	0.23	0.08	-	-	-	-	-	-	-	34	15	-	190	-	21	-	74	5	-	-	-	0	-	62	11	69	-	-	44	Tr	22	-	-	-	9	6	-	12	19	-	4	35	37	79	-	0	-	13	12	85	29	液汁を除いたもの		
10284	0.84	0.24	0.23	0.38	0.29	0.06	-	-	-	-	0	Tr	-	19	6	-	140	-	15	-	48	2	1	Tr	0	Tr	0	89	7	80	-	-	53	2	0	7	0	0	14	9	2	21	15	-	4	9	14	140	13	18	4	11	5	92	-	液汁を除いたもの		
10427	0.26	0.09	0.06	0.11	0.05	0.06	-	-	-	-	0	Tr	0	15	4	0	56	0	2	0	16	2	0	0	0	0	0	3	Tr	38	16	22	15	Tr	0	0	0	0	3	4	0	1	1	0	Tr	Tr	41	17	0	0	11	25	0	Tr	47	廃棄部位： 貝殻及び内蔵		
10428	0.13	0.04	0.03	0.05	0.03	0.02	-	-	-	-	0	0	-	5	2	-	27	-	2	-	8	Tr	0	0	0	0	0	2	1	24	-	-	3	1	0	0	0	0	1	2	Tr	1	Tr	-	Tr	Tr	17	12	0	0	0	18	0	Tr	-	廃棄部位： 貝殻及び内蔵		
