FN	FORAC	ACEAC	GLYCLAC	LACAC	GLUCAC	OXALAC	MOLAC	SUCAC	FUMAC	MALAC	TARAC	GLUAKAC	CITAC	SALAC	PCHOUAC	CAFFAC	FERAC	CHLRAC	QUINAC	OROTAC	PYROGAC	PROPAC	OA	NoticeOA
08014	-	-	-	-	-	-	-	(0)	(0.1)	(0.2)	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.3)	08013 乾しいたけ、乾 から推計
08053	-	-	-	-	-	-	-	0	0	0	-	-	0	0	-	-	-	-	-	-	-	-	Tr	
08016	-	-	-	-	-	-	-	Tr	Tr	0.2	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
08017	-	-	-	-	-	-	-	(Tr)	(Tr)	(0.2)	-	-	-	-	-	-	-	-	-	-	-	-	(0.3)	08016ぶなしめじ生から推計
08046	-	-	-	-	-	-	-	(Tr)	(Tr)	(0.2)	-	-	-	-	-	-	-	-	-	-	-	-	(0.3)	油の吸着量を引いて08016ぶなしめじ、生から推計。
08055	-	-	-	-	-	-	-	Tr	0.1	0.3	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
08056	-	-	-	-	-	-	-	0	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
09005	-	0	-	0.1	-	0	-	0	0	0	-	0	0.3	-	-	-	-	-	-	-	-	-	0.4	
09017	-	0	-	0	-	Tr	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
09056	-	0	-	0	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	0	
09023	-	0.6	-	0.3	-	0.1	-	Tr	0	0	-	0	0.1	-	-	-	-	-	-	-	-	-	1.0	
09033	-	Tr	-	0.2	-	0	-	0	0	0	-	0	Tr	-	-	-	-	-	-	-	-	-	0.3	
09045	-	0	-	0	-	0	-	0	-	-	-	-	0	-	-	-	-	-	-	-	-	-	0	
09057	-	0	-	0	-	0	-	0	-	-	-	-	0	-	-	-	-	-	-	-	-	-	0	
10427	-	-	-	0.1	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
10289	-	-	-	0	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tr	
10292	-	-	-	Tr	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
10293	-	-	-	Tr	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
10430	-	-	-	Tr	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
10310	-	-	-	Tr	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
10381	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tr	
10386	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
11032	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11101	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tr	
11274	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11296	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
11297	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11104	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11105	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11106	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11107	-	-	-	1.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.6	
11108	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11275	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11295	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11311	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11312	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11313	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11174	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11175	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11176	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11305	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11177	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11181	-	-	-	1.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.1	
11182	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11178	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11180	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11183	-	-	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
11314	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
11315	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11316	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11184	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11185	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11186	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
11306	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11307	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11308	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11187	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11188	-	-	-	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	
11189	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11190	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11191	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
11192	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
11193	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11194	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11317	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
11195	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11196	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
11197	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
11245	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11246	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11227	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11229	-	-	-	0.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6	
11228	-	-	-	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	
11298	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	
11300	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11299	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
11237	-	-	-	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3	
11292	-	-	-	0.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	
12017	-	(0)	-	(0)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
12018	-	(0)	-	(0)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
12019	-	(0)	-	(0)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
13001	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13002	-	-	-	0	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13003	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13006	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13004	-	-	-	Tr	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13005	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13007	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	2.3	3.0	Tr	0	-	-	0.1	
13009	-	-	-	-	-	-	-	-	-	-	-	-	(1.2)	-	-	-	-	-	-	-	-	-	(1.2)	13003普通牛乳から推計
13010	-	-	-	-	-	-	-	-	-	-	-	-	1.8	-	-	-	-	-	-	-	-	-	1.8	
13011	-	-	-	0.1	-	-	-	-	-	-	-	-	0.3	-	-	-	-	-	-	-	-	-	0.4	
13013	-	-	-	0	-	-	-	-	-	-	-	-	0.4	-	-	-	-	-	-	-	-	-	0.4	
13014	-	-	-	0	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13015	-	-	-	0	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13016	-	-	-	Tr	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13017	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13018	-	-	-	0	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13019	-	-	-	Tr	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13020	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	13014クリーム乳脂肪から推計
13021	-	-	-	(0)	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	13015クリーム乳脂肪/植物性脂肪から推計
13022	-	-	-	0	-	-	-	-	-	-	-	-	Tr	-	-	-	-	-	-	-	-	-	Tr	
13024	-	-	-	0	-	-	-	-	-	-	-	-	0.7	-	-	-	-	-	-	-	-	-	0.7	
13025	-	-	-	0.7	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.9	
13053	-	-	-	0.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tr	-	-	0.8	
13054	-	-	-	0.9	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	1.1	
13026	-	-	-	0.7	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.9	
13027	-	-	-	0.8	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	1.0	
13028	-	-	-	0.6	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.6	
13029	-	-	-	1.2	-	-	-	-	-	-	-	-	Tr	-	-	-	-	-	-	-	-	-	1.2	
13030	-	-	-	0.1	0	0	-	0	-	0	0	-	0.2	-	-	-	-	-	-	-	-	-	0.3	
13033	-	Tr	-	0.2	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	0.2	
13034	-	-	-	0.3	-	-	-	-	-	-	-	-	Tr	-	-	-	-	-	-	-	-	-	0.3	
13035	-	-	-	0.4	-	-	-	-	-	-	-	-	Tr	-	-	-	-	-	-	-	-	-	0.4	
13037	-	-	0	1.1	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	1.3	
13055	-	-	-	Tr	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13057	-	-	-	0.4	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.5	
13040	-	-	-	1.1	-	-	-	-	-	-	-	-	0.3	-	-	-	-	-	-	-	-	-	1.3	
13042	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13043	-	-	-	0	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
13045	-	-	-	0	-	-	-	-	-	-	-	-	0.2	-	-	-	-	-	-	-	-	-	0.2	
13050	-	-	-	0.7	-	-	-	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	2.7	
15007	-	-	-	-	-	(0)	-	-	-	(0)	-	-	(0)	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
15011	-	-	-	-	-	0	-	-	-	Tr	-	-	0.1	-	-	-	-	-	-	-	-	-	0.1	
15019	-	(0)	-	(Tr)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15032	-	(0)	-	(0)	(0)	-	-	(0)	-	(0)	-	-	(0)	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
15037	-	(0)	-	(Tr)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15044	-	-	-	-	-	(Tr)	-	-	-	(Tr)	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15052	-	-	-	-	-	(Tr)	-	-	-	(Tr)	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15058	-	(Tr)	-	(Tr)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15059	-	(Tr)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15060	-	(Tr)	-	(0.1)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15062	-	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	-	-	-	(0)	原材料配合割合から推計
15127	-	-	-	-	(Tr)	(0)	-	(0)	(0)	(Tr)	-	-	(Tr)	-	(0)	(0)	(0.9)	-	(0)	-	-	-	(0.1)	製品全体。部分割合：パン69、具31<br>15129具のみから推計
15129	-	-	-	-	Tr	Tr	-	0	Tr	0.1	-	-	0.1	-	0	0	2.8	-	0	-	-	-	0.3	
15070	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15130	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15072	-	(Tr)	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15131	-	(Tr)	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15073	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15075	-	-	-	(0)	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15133	-	-	-	(0)	-	-	-	(0)	-	(Tr)	(0)	-	(0.2)	-	-	-	-	-	-	-	-	-	(0.3)	原材料配合割合から推計
15134	-	-	-	(0.2)	-	-	-	-	-	(0)	-	-	(0.3)	-	-	-	-	-	-	-	-	-	(0.5)	原材料配合割合から推計
15135	-	-	-	(0.2)	-	-	-	-	-	(0)	-	-	(0.3)	-	-	-	-	-	-	-	-	-	(0.5)	原材料配合割合から推計
15078	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15080	-	-	-	-	-	-	-	-	-	(0.1)	-	-	(0)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15081	-	-	-	-	-	(0)	-	(0)	(0)	(Tr)	-	-	(0)	-	-	-	-	-	(0)	-	-	-	(0.1)	原材料配合割合から推計
15083	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15084	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15085	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15086	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15136	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15087	-	-	-	-	-	-	-	-	-	(0.1)	-	-	(0.9)	-	-	-	-	-	(0)	-	-	-	(1.0)	原材料配合割合から推計
15089	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15090	-	-	-	(Tr)	-	-	-	(Tr)	-	-	(Tr)	-	-	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15091	-	-	-	(0)	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
15092	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15098	-	-	-	-	-	-	-	-	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(Tr)	原材料配合割合から推計
15100	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	0	
15112	-	-	-	-	-	(0.1)	-	-	-	(Tr)	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.2)	原材料配合割合から推計
15137	-	0.1	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.2	
15114	-	0.1	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.2	
15186	-	-	-	-	-	-	-	-	-	0.5	-	-	2.3	-	-	-	-	0	-	-	-	-	2.8	
15187	-	-	-	-	-	-	-	-	-	0.2	0.4	-	Tr	-	-	-	-	-	-	-	-	-	0.6	
15116	-	(0.2)	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.3)	原材料配合割合から推計
15138	-	-	-	-	-	-	-	-	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
16006	-	-	0	Tr	0	0	-	0	0	0	-	-	Tr	-	-	-	-	-	-	-	-	-	0.1	
16010	-	-	-	(0.1)	-	-	-	(0.1)	-	(0.2)	(0.2)	-	-	-	-	-	-	-	-	-	-	-	(0.6)	豪州成分表から推計
16011	-	-	-	(0.2)	-	-	-	(0.2)	-	-	(0.2)	-	-	-	-	-	-	-	-	-	-	-	(0.5)	豪州成分表から推計
16012	-	-	-	-	-	-	-	(0.1)	-	(0.2)	(0.3)	-	-	-	-	-	-	-	-	-	-	-	(0.6)	豪州成分表から推計
16029	-	(0.1)	-	-	-	-	-	-	-	(0.2)	(0.1)	-	-	-	-	-	-	-	-	-	-	-	(0.4)	豪州成分表から推計
16059	-	-	-	-	-	-	-	-	-	0	-	-	0.3	-	-	-	0	-	-	-	-	-	0.3	
16048	-	-	-	-	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	
17001	-	1.5	-	-	-	-	-	-	-	0	-	-	0.1	-	-	-	-	-	-	-	-	-	1.5	
17002	-	1.1	-	-	-	-	-	-	-	Tr	-	-	0.1	-	-	-	-	-	-	-	-	-	1.3	
17003	-	(1.1)	-	-	-	-	-	-	-	(Tr)	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(1.3)	17002中濃ソースから推計
17085	-	0.7	-	-	-	-	-	-	-	0	-	-	0.1	-	-	-	-	-	-	-	-	-	0.8	
17007	-	0.1	-	0.6	-	-	-	Tr	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.9	
17086	-	(0.1)	-	(0.5)	-	-	-	(Tr)	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.7)	17007こいくちしょうゆから推計
17008	-	0.1	-	0.4	-	-	-	Tr	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.5	
17139	-	0.2	-	0.5	-	-	-	Tr	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	0.8	
17010	-	(0.2)	-	(0.7)	-	-	-	(Tr)	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(1.1)	17007こいくちしょうゆから推計
17011	-	(0.2)	-	(0.7)	-	-	-	(Tr)	-	-	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(1.0)	17007こいくちしょうゆから推計
17087	-	(0.1)	-	(0.3)	-	-	-	(Tr)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.4)	原材料配合割合から推計
17088	-	(Tr)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
17090	-	4.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	
17015	-	4.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.2	
17016	-	4.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.4	
17091	-	5.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.6	
17017	-	4.8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.8	
17018	-	4.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.7	
17092	-	(Tr)	-	(0.2)	-	-	-	(Tr)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.3)	原材料配合割合から推計
17094	-	(3.1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(3.1)	原材料配合割合から推計
17095	-	(0.1)	-	-	-	-	-	-	-	(0)	-	-	(0.1)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
17096	-	(1.6)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(1.6)	原材料配合割合から推計
17133	Tr	0.2	0	0.3	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.4	-	0.9	ピルビン酸： 0 g
17134	Tr	Tr	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	-	0.4	ピルビン酸： Tr
17135	0	Tr	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	-	0.4	ピルビン酸： 0 g
17097	-	(1.9)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(1.9)	原材料配合割合から推計
17098	-	(1.0)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(1.1)	原材料配合割合から推計
17099	-	(3.0)	-	(Tr)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(3.0)	原材料配合割合から推計
17100	-	(2.5)	-	(0.3)	-	-	-	(Tr)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(2.8)	原材料配合割合から推計
17101	-	(2.9)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(2.9)	原材料配合割合から推計
17102	-	(3.6)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(3.6)	原材料配合割合から推計
17103	-	(3.2)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(3.2)	原材料配合割合から推計
17104	-	(1.7)	-	(0.2)	-	-	-	(Tr)	-	(0)	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(2.0)	原材料配合割合から推計
17108	-	0.9	-	0.2	-	-	-	Tr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.1	
17137	-	0.8	-	0.1	-	-	-	Tr	-	-	-	-	0.8	-	-	-	-	-	-	-	-	-	1.8	
17111	-	(1.3)	-	(Tr)	-	-	-	(Tr)	-	(0.1)	(0.1)	-	-	-	-	-	-	-	-	-	-	-	(1.4)	原材料配合割合から推計
17144	-	1.0	-	Tr	-	-	-	0.1	-	0.6	-	-	0.3	-	-	-	-	-	-	-	-	-	2.0	
17112	-	(Tr)	-	(0.2)	-	-	-	(Tr)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.3)	原材料配合割合から推計
17113	-	(0.1)	-	(0.3)	-	-	-	(Tr)	-	(0.1)	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.5)	原材料配合割合から推計
17114	-	(Tr)	-	(0.1)	-	-	-	(0)	-	-	-	-	(0)	-	-	-	-	-	-	-	-	-	(0.1)	原材料配合割合から推計
17036	-	0.7	-	-	-	-	-	-	-	-	-	-	0.4	-	-	-	-	-	-	-	-	-	1.2	
17042	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
17043	-	0.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.5	
17118	-	0.6	-	-	-	-	-	-	-	-	-	-	Tr	-	-	-	0.2	-	-	-	-	-	0.7	
17040	-	(1.9)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(1.9)	原材料配合割合から推計
17116	-	(0.6)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.7)	原材料配合割合から推計
17117	-	(0.7)	-	(0.1)	-	-	-	(0)	-	-	-	-	(Tr)	-	-	-	-	-	-	-	-	-	(0.8)	原材料配合割合から推計
17041	-	(0.5)	-	-	-	-	-	-	-	(0)	-	-	(0.2)	-	-	-	-	-	-	-	-	-	(0.6)	原材料配合割合から推計
17120	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	
17145	-	Tr	-	Tr	-	-	-	Tr	-	-	-	-	0.3	-	-	-	-	-	-	-	-	-	0.4	
17119	-	-	-	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.2	
